縣市別,調查站_編號,調查站_地點,調查站_樁號_K,調查站_樁號_百位數,調查站_座標_經度,調查站_座標_緯度,路線編號,起迄地名_起點,起迄地名_迄點,起點樁號_K,起點樁號_百位數,迄點樁號_K,迄點樁號_百位數,地形,里程(公里),路面寬度(公尺),方向(往),車道佈設_快車道寬度(公尺)_1,車道佈設_快車道寬度(公尺)_2,車道佈設_快車道寬度(公尺)_3,車道佈設_快車道寬度(公尺)_4,車道佈設_快車道寬度(公尺)_5,車道佈設_機慢車道寬度(公尺)_1,車道佈設_機慢車道寬度(公尺)_2,車道佈設_路肩寬度(公尺),各車種車輛數(輛/日)_小型車,各車種車輛數(輛/日)_大客車,各車種車輛數(輛/日)_大貨車,各車種車輛數(輛/日)_全聯結車,各車種車輛數(輛/日)_半聯結車,各車種車輛數(輛/日)_機車,各車種車輛數(輛/日)_合計,總計_流量(PCU),總計_車公里,尖峰小時_交通量(PCU),尖峰小時_時段_起,尖峰小時_時段_迄,方向係數,備註
宜蘭縣,IV-18,羅東夜市,25,873,E121.77417,N24.67499,台7丙線,廣興,金鼎橄社,23,810,29,400,平原區,2.9,19.4,北,3.5,3.5,,,,-,,2.7,"2,823",20,30,0,0,"2,660","5,533","4,494","30,985",662,16,17,0.51,
宜蘭縣,IV-18,羅東夜市,25,873,E121.77417,N24.67499,台7丙線,廣興,金鼎橄社,23,810,29,400,平原區,2.9,19.4,南,3.5,3.5,,,,-,,2.7,"3,044",7,36,0,0,"2,875","5,962","4,834","33,387",643,16,17,0.51,
宜蘭縣,IV-19,利澤簡橋,30,800,E121.81501,N24.66881,台7丙線,金鼎橄社,利澤簡橋,29,400,30,800,平原區,1.4,14.4,北,3.4,,,,,2.2,,1.6,"5,103",40,74,0,1,"2,287","7,505","6,478","10,507",632,17,18,0.68,
宜蘭縣,IV-19,利澤簡橋,30,800,E121.81501,N24.66881,台7丙線,金鼎橄社,利澤簡橋,29,400,30,800,平原區,1.4,14.4,南,3.4,,,,,2.2,,1.6,"4,134",41,58,0,4,"1,665","5,902","5,177","8,263",294,17,18,0.68,
宜蘭縣,IV-20,圳頭,6,800,E121.67099,N24.74940,台7丁線,圳頭,大湖,6,800,9,600,平原區,2.8,14.8,北,3.5,3.5,,,,-,,0.4,371,13,6,0,0,115,505,469,"1,414",88,9,10,0.55,
宜蘭縣,IV-20,圳頭,6,800,E121.67099,N24.74940,台7丁線,圳頭,大湖,6,800,9,600,平原區,2.8,14.8,南,3.5,3.5,,,,-,,0.4,389,12,6,0,0,164,571,514,"1,599",73,12,13,0.55,
宜蘭縣,IV-21,新城橋東(改西門橋尾),16,0,E121.74687,N24.75655,台7丁線,大湖,民族派出所,9,600,16,17,平原區,6.4,7.6,北,3.6,,,,,-,,0.2,"2,171",22,29,0,1,"2,007","4,230","3,280","27,072",334,7,8,0.53,
宜蘭縣,IV-21,新城橋東(改西門橋尾),16,0,E121.74687,N24.75655,台7丁線,大湖,民族派出所,9,600,16,17,平原區,6.4,7.6,南,3.6,,,,,-,,0.2,"2,075",24,26,0,1,"2,157","4,283","3,257","27,411",382,7,8,0.53,
花蓮縣,IV-22,慈恩,132,700,E121.38497,N24.19203,台8線,大禹嶺,洛韶,112,85,154,100,山嶺區,42,7.4,東,3.2,,,,,-,,0.5,388,5,9,0,0,213,615,865,"21,710",77,14,15,0.88,
花蓮縣,IV-22,慈恩,132,700,E121.38497,N24.19203,台8線,大禹嶺,洛韶,112,85,154,100,山嶺區,42,7.4,西,3.2,,,,,-,,0.5,342,3,5,0,0,111,461,664,"16,273",576,14,15,0.88,
