縣市別,調查站_編號,調查站_地點,調查站_樁號_K,調查站_樁號_百位數,調查站_座標_經度,調查站_座標_緯度,路線編號,起迄地名_起點,起迄地名_迄點,起點樁號_K,起點樁號_百位數,迄點樁號_K,迄點樁號_百位數,地形,里程(公里),路面寬度(公尺),方向(往),車道佈設_快車道寬度(公尺)_1,車道佈設_快車道寬度(公尺)_2,車道佈設_快車道寬度(公尺)_3,車道佈設_快車道寬度(公尺)_4,車道佈設_快車道寬度(公尺)_5,車道佈設_機慢車道寬度(公尺)_1,車道佈設_機慢車道寬度(公尺)_2,車道佈設_路肩寬度(公尺),各車種車輛數(輛/日)_小型車,各車種車輛數(輛/日)_大客車,各車種車輛數(輛/日)_大貨車,各車種車輛數(輛/日)_全聯結車,各車種車輛數(輛/日)_半聯結車,各車種車輛數(輛/日)_機車,各車種車輛數(輛/日)_合計,總計_流量(PCU),總計_車公里,尖峰小時_交通量(PCU),尖峰小時_時段_起,尖峰小時_時段_迄,方向係數,備註,,,
高雄市,Ⅲ-97,崙仔頂,9,050,120.3112156,22.87863504,台28線,路竹交流道,阿蓮,5,800,9,204,平原區,3.4,20,東,3.4,3.5,,,,,,3.0,6123,27,291,0,180,1547,8168,8069,27771,824,17,18,0.53 ,,,,
高雄市,Ⅲ-97,崙仔頂,9,050,120.3112156,22.87863504,台28線,路竹交流道,阿蓮,5,800,9,204,平原區,3.4,20,西,3.4,3.5,,,,,,3.0,6164,36,318,5,177,1635,8335,8222,28339,941,7,8,0.53 ,,,,
高雄市,Ⅲ-98,磚仔窯,12,800,120.3435954,22.88119047,台28線,阿蓮,田寮交流道,9,204,13,705,平原區,4.5,15,東,3.4,,,,,2,,2.0,4732,38,179,2,152,2614,7717,6935,34726,588,7,8,0.59 ,,,,
高雄市,Ⅲ-98,磚仔窯,12,800,120.3435954,22.88119047,台28線,阿蓮,田寮交流道,9,204,13,705,平原區,4.5,15,西,3.4,,,,,2,,2.0,4751,51,198,0,130,2670,7800,6974,35100,834,7,8,0.59 ,,,,
高雄市,Ⅲ-99,崇德,16,100,120.3694329,22.87786889,台28線,田寮交流道,旗尾,13,705,31,382,丘陵區,17.7,15.4,東,3.5,3.5,,,,,,0.6,3047,28,95,0,22,1327,4519,4199,79986,473,9,10,0.55 ,,,,
高雄市,Ⅲ-99,崇德,16,100,120.3694329,22.87786889,台28線,田寮交流道,旗尾,13,705,31,382,丘陵區,17.7,15.4,西,3.5,3.5,,,,,,0.6,2894,31,80,0,31,1251,4287,4022,75880,583,16,17,0.55 ,,,,
高雄市,Ⅲ-I00,中壇,34,800,120.5248820,22.88656365,台28線,旗尾,茂林,31,382,48,968,丘陵區,17.6,12,東,3.4,,,,,2.0,,0.5,4665,50,99,0,23,2150,6987,6302,122971,463,15,16,0.59 ,,,,
高雄市,Ⅲ-I00,中壇,34,800,120.5248820,22.88656365,台28線,旗尾,茂林,31,382,48,968,丘陵區,17.6,12,西,3.4,,,,,2.0,,0.5,4469,55,97,0,29,2035,6685,6088,117656,666,15,16,0.59 ,,,,
高雄市,Ⅲ-I01,小林,24,250,120.6340527,23.15076476,台29線,那瑪夏,甲仙,0,000,35,320,山嶺區,35.3,9.2,北,4,,,,,,,0.6,464,12,18,0,1,172,667,1025,23545,91,15,16,0.65 ,,,,
高雄市,Ⅲ-I01,小林,24,250,120.6340527,23.15076476,台29線,那瑪夏,甲仙,0,000,35,320,山嶺區,35.3,9.2,南,4,,,,,,,0.6,497,13,15,0,0,179,704,1065,24851,166,15,16,0.65 ,,,,
高雄市,Ⅲ-I02,寶隆橋,39,900,120.5591703,23.05394121,台29線,甲仙,杉林,35,320,56,243,山嶺區,20.9,12,北,3.4,,,,,2.0,,0.5,1499,29,16,0,11,328,1883,2879,39355,347,11,12,0.56 ,,,,
高雄市,Ⅲ-I02,寶隆橋,39,900,120.5591703,23.05394121,台29線,甲仙,杉林,35,320,56,243,山嶺區,20.9,12,南,3.4,,,,,2.0,,0.5,1405,22,11,0,1,332,1771,2612,37014,278,11,12,0.56 ,,,,
高雄市,Ⅲ-I03,六號橋,63,300,120.4847202,22.90400388,台29線,杉林,旗山,56,243,66,481,丘陵區,10.2,13.4,北,3.5,,,,,2.0,,1.1,5804,36,128,0,13,3473,9454,8098,96431,680,7,8,0.53 ,,,,
高雄市,Ⅲ-I03,六號橋,63,300,120.4847202,22.90400388,台29線,杉林,旗山,56,243,66,481,丘陵區,10.2,13.4,南,3.5,,,,,2.0,,1.1,5676,26,93,0,11,3565,9371,7871,95584,758,7,8,0.53 ,,,,
高雄市,Ⅲ-I04,尚和,78,200,120.4533230,22.78113687,台29線,旗山,嶺口,66,481,79,324,平原區,12.8,20.2,北,3.4,4.4,,,,,,1.2,3328,51,169,1,71,1542,5162,4800,66074,491,11,12,0.58 ,,,,
高雄市,Ⅲ-I04,尚和,78,200,120.4533230,22.78113687,台29線,旗山,嶺口,66,481,79,324,平原區,12.8,20.2,南,3.4,4.5,,,,,,1.2,3475,84,153,0,87,1710,5509,5118,70515,675,16,17,0.58 ,,,,
高雄市,Ⅲ-I05,嶺口附近,82,900,120.4466910,22.73933598,台29線,嶺口,大樹,79,324,87,962,平原區,8.6,20.2,北,3.4,3.5,,,,2.2,,0.5,3346,35,190,1,115,1732,5419,5244,46603,605,9,10,0.55 ,,,,
高雄市,Ⅲ-I05,嶺口附近,82,900,120.4466910,22.73933598,台29線,嶺口,大樹,79,324,87,962,平原區,8.6,20.2,南,3.4,3.5,,,,2.2,,0.5,3736,32,161,0,90,1858,5877,5597,50542,741,17,18,0.55 ,,,,
高雄市,Ⅲ-I06,九曲營房前,92,850,120.4247804,22.65648603,台29線,大樹,義和,87,962,94,632,平原區,6.7,20.3,北,3.5,4.5,,,,,,1.2,5205,23,247,1,195,2930,8601,7957,57627,877,7,8,0.50 ,,,,
高雄市,Ⅲ-I06,九曲營房前,92,850,120.4247804,22.65648603,台29線,大樹,義和,87,962,94,632,平原區,6.7,20.3,南,3.5,4.5,,,,,,1.2,5289,22,294,0,231,2977,8813,8242,59047,877,7,8,0.50 ,,,,
高雄市,Ⅲ-I07,河堤旁,99,700,120.4347102,22.59921055,台29線,義和,大發工業區,94,632,106,436,平原區,11.8,13.8,北,3.5,,,,,2.5,,0.8,4116,25,292,2,260,2375,7070,6724,83426,666,7,8,0.64 ,,,,
高雄市,Ⅲ-I07,河堤旁,99,700,120.4347102,22.59921055,台29線,義和,大發工業區,94,632,106,436,平原區,11.8,13.8,南,3.5,,,,,2.5,,0.8,4525,23,335,5,284,2427,7599,7322,89668,1197,7,8,0.64 ,,,,
高雄市,Ⅲ-I08,翁園給水廠,107,600,120.4173113,22.53900204,台29線,大發工業區,林園,106,436,112,310,平原區,5.9,14.2,北,3.4,,,,,2.5,,1.1,3556,11,228,3,589,2622,7009,7121,41353,1059,7,8,0.53 ,,,,
高雄市,Ⅲ-I08,翁園給水廠,107,600,120.4173113,22.53900204,台29線,大發工業區,林園,106,436,112,310,平原區,5.9,14.2,南,3.4,,,,,2.5,,1.1,3633,14,263,6,734,2582,7232,7698,42669,954,7,8,0.53 ,,,,
臺東縣,Ⅲ-I09,玉長公路,29,000,121.3868325,23.26350228,台30線,長濱,寧埔,28,822,35,333,丘陵區,6.5,9.4,東,3.4,,,,,,,1.2,750,12,5,0,1,88,856,850,5564,137,14,15,0.53 ,,,,
臺東縣,Ⅲ-I09,玉長公路,29,000,121.3868325,23.26350228,台30線,長濱,寧埔,28,822,35,333,丘陵區,6.5,9.4,西,3.4,,,,,,,1.2,748,9,6,0,2,85,850,846,5525,123,14,15,0.53 ,,,,
高雄市,Ⅲ-I10,阿蓮,18,400,120.3064774,22.88144935,台39線,南高縣市界,阿蓮,16,407,18,849,平原區,2.4,40.6,北,3.6,3.5,,,,4.6,,0.6,1919,5,82,0,45,699,2750,2674,6600,271,8,9,0.53 ,"快慢分隔,1車道",,,
高雄市,Ⅲ-I10,阿蓮,18,400,120.3064774,22.88144935,台39線,南高縣市界,阿蓮,16,407,18,849,平原區,2.4,40.6,南,3.6,3.5,,,,4.6,,0.6,1929,6,88,1,31,660,2715,2628,6516,302,17,18,0.53 ,"快慢分隔,1車道",,,
高雄市,Ⅲ-I11,五甲交流道,1,450,120.35269974,22.5908831,台88線,國道1號,鳳山交流道,0,000,2,154,平原區,2.2,19.9,東,3.8,3.7,,,,,,1.8,37095,216,1004,90,2191,0,40596,45768,89311,3139,10,11,0.52 ,,,,
高雄市,Ⅲ-I11,五甲交流道,1,450,120.35269974,22.5908831,台88線,國道1號,鳳山交流道,0,000,2,154,平原區,2.2,19.9,西,3.7,3.6,,,,,,2.0,37725,216,1455,140,2048,0,41584,46796,91485,3335,17,18,0.52 ,,,,
高雄市,Ⅲ-I12,鳳山交流道,2,700,120.36464448,22.5899293,台88線,鳳山交流道,大寮交流道,2,154,7,048,平原區,4.9,19.6,東,3.7,3.8,,,,,,1.7,38061,184,1517,67,2601,142,42572,48702,208603,3876,10,11,0.54 ,,,,
高雄市,Ⅲ-I12,鳳山交流道,2,700,120.36464448,22.5899293,台88線,鳳山交流道,大寮交流道,2,154,7,048,平原區,4.9,19.6,西,3.8,3.8,,,,,,1.8,35666,316,993,66,2517,126,39684,45455,194452,3365,16,17,0.54 ,,,,
高雄市,Ⅲ-I13,大寮交流道,7,630,120.4121736,22.58635301,台88線,大寮交流道,大發交流道,7,048,9,741,平原區,2.7,19.9,東,3.6,3.6,,,,,,1.9,29813,167,1104,53,2424,139,33700,39234,90990,3363,10,11,0.51 ,,,,
高雄市,Ⅲ-I13,大寮交流道,7,630,120.4121736,22.58635301,台88線,大寮交流道,大發交流道,7,048,9,741,平原區,2.7,19.9,西,3.7,3.7,,,,,,2.2,29638,166,1030,43,2495,132,33504,39125,90461,3222,15,16,0.51 ,,,,
高雄市,Ⅲ-I14,大發交流道,11,590,120.4481423,22.59184967,台88線,大發交流道,萬丹交流道,9,741,15,143,平原區,5.4,21.5,東,3.9,3.8,,,,,,2.3,29848,392,819,18,1015,190,32282,34878,174323,3389,9,10,0.51 ,分離車道,,,
高雄市,Ⅲ-I14,大發交流道,11,590,120.4481423,22.59184967,台88線,大發交流道,萬丹交流道,9,741,15,143,平原區,5.4,21.5,西,3.9,3.8,,,,,,2.2,29214,144,579,14,1043,169,31163,33571,168280,3589,15,16,0.51 ,分離車道,,,
屏東縣,Ⅲ-I15,潮州,20,470,120.5213748,22.5696307,台88線,萬丹交流道,竹田,15,143,22,383,平原區,7.2,20.4,東,3.7,3.7,,,,,,2.2,23773,113,723,13,1071,149,25842,28369,186062,2803,10,11,0.51 ,,,,
屏東縣,Ⅲ-I15,潮州,20,470,120.5213748,22.5696307,台88線,萬丹交流道,竹田,15,143,22,383,平原區,7.2,20.4,西,3.7,3.7,,,,,,1.8,23394,122,537,17,1176,118,25364,28033,182621,2935,16,17,0.51 ,,,,
