縣市別,調查站_編號,調查站_地點,調查站_樁號_K,調查站_樁號_百位數,調查站_座標_經度,調查站_座標_緯度,路線編號,起迄地名_起點,起迄地名_迄點,起點樁號_K,起點樁號_百位數,迄點樁號_K,迄點樁號_百位數,地形,里程(公里),路面寬度(公尺),方向(往),車道佈設_快車道寬度(公尺)_1,車道佈設_快車道寬度(公尺)_2,車道佈設_快車道寬度(公尺)_3,車道佈設_快車道寬度(公尺)_4,車道佈設_快車道寬度(公尺)_5,車道佈設_機慢車道寬度(公尺)_1,車道佈設_機慢車道寬度(公尺)_2,車道佈設_路肩寬度(公尺),各車種車輛數(輛/日)_小型車,各車種車輛數(輛/日)_大客車,各車種車輛數(輛/日)_大貨車,各車種車輛數(輛/日)_全聯結車,各車種車輛數(輛/日)_半聯結車,各車種車輛數(輛/日)_機車,各車種車輛數(輛/日)_合計,總計_流量(PCU),總計_車公里,尖峰小時_交通量(PCU),尖峰小時_時段_起,尖峰小時_時段_迄,方向係數,備註
屏東縣,Ⅲ-16,楓港加油站,460,200,"E120'41'18.0""","N22'12'7.0""",台1線,枋山,楓港,453,693,460,600,平原區,6.9,26,南,3.5,3.5,,,,2,,1.9,"7,791",344,179,1,113,587,"9,015","9,329","62,204","1,210",11,12,0.51,
高雄市,Ⅲ-17,鳳山,4,400,"E120'21'3.0""","N22'37'39.7""",台1戊線,高雄市市界,鳳山,3,240,6,506,平原區,3.3,16,北,3.4,3.5,,,,,,1,"7,453",111,63,0,1,"16,230","23,858","17,456","78,731","1,441",17,18,0.55,
高雄市,Ⅲ-17,鳳山,4,400,"E120'21'3.0""","N22'37'39.7""",台1戊線,高雄市市界,鳳山,3,240,6,506,平原區,3.3,16,南,3.4,3.5,,,,,,1,"6,161",160,82,0,1,"13,256","19,660","14,481","64,878","1,206",17,18,0.55,
高雄市,Ⅲ-18,前庄,8,100,"E120'23'2.6""","N22'37'49.8""",台1戊線,鳳山,後庄,6,506,8,528,平原區,2,22.4,北,3.5,3.5,,,,2.2,,2,"11,911",75,276,2,104,"10,344","22,712","19,997","45,424","1,931",17,18,0.5,
高雄市,Ⅲ-18,前庄,8,100,"E120'23'2.6""","N22'37'49.8""",台1戊線,鳳山,後庄,6,506,8,528,平原區,2,22.4,南,3.5,3.5,,,,2.2,,1.8,"11,819",71,277,4,88,"10,195","22,454","19,755","44,908","2,057",7,8,0.5,
高雄市,Ⅲ-19,火燒庄,393,100,"E120'28'2.0""","N22'58'9.6""",台3線,南高縣市界,內門,389,787,396,459,丘陵區,6.7,15.6,北,3.5,3.5,,,,,,0.7,"1,648",43,65,0,228,648,"2,632","3,393","17,634",406,11,12,0.53,
高雄市,Ⅲ-19,火燒庄,393,100,"E120'28'2.0""","N22'58'9.6""",台3線,南高縣市界,內門,389,787,396,459,丘陵區,6.7,15.6,南,3.5,3.5,,,,,,0.7,"1,625",22,55,0,122,551,"2,375","2,720","15,912",370,14,15,0.53,
高雄市,Ⅲ-20,嶺頂,405,400,"E120'29'7.9""","N22'53'12.0""",台3線,內門,旗山,396,459,406,228,丘陵區,9.8,18.2,北,3.5,3.5,,,,,,2,"7,599",146,196,1,228,"2,868","11,038","11,149","108,172","1,022",10,11,0.52,
高雄市,Ⅲ-20,嶺頂,405,400,"E120'29'7.9""","N22'53'12.0""",台3線,內門,旗山,396,459,406,228,丘陵區,9.8,18.2,南,3.5,3.5,,,,,,2,"7,990",158,216,1,193,"3,460","12,018","11,784","117,776","1,100",16,17,0.52,
高雄市,Ⅲ-21,旗楠橋,408,850,"E120'30'9.5""","N22'51'48.8""",台3線,旗山,高屏市縣界,406,228,412,926,平原區,6.7,25.3,北,3.5,3.5,,,,2.1,,2.1,"2,924",33,115,0,150,"1,072","4,294","4,347","28,770",461,14,15,0.5,
高雄市,Ⅲ-21,旗楠橋,408,850,"E120'30'9.5""","N22'51'48.8""",台3線,旗山,高屏市縣界,406,228,412,926,平原區,6.7,25.3,南,3.5,3.5,,,,2.1,,2.1,"2,961",12,143,1,72,"1,066","4,255","4,159","28,508",418,11,12,0.5,
屏東縣,Ⅲ-22,里港大橋南,418,600,"E120'30'0.9""","N22'46'49.1""",台3線,高屏市縣界,里港,412,926,419,937,平原區,7,23.2,北,3.5,3.5,,,,2,,1,"4,599",29,241,0,891,"1,517","7,277","8,740","50,939",987,7,8,0.51,
屏東縣,Ⅲ-22,里港大橋南,418,600,"E120'30'0.9""","N22'46'49.1""",台3線,高屏市縣界,里港,412,926,419,937,平原區,7,23.2,南,3.5,3.5,,,,2,,1,"4,751",21,227,0,"1,134","1,343","7,476","9,466","52,332",889,17,18,0.51,
屏東縣,Ⅲ-23,九如鄉公所,423,200,"E120'29'24.4""","N22'44'30.1""",台3線,里港,九如,419,937,427,419,平原區,7.5,24.8,北,3.5,3.5,,,,2.2,,2,"11,253",169,485,8,311,"2,255","14,481","14,771","108,608","1,465",7,8,0.51,
屏東縣,Ⅲ-23,九如鄉公所,423,200,"E120'29'24.4""","N22'44'30.1""",台3線,里港,九如,419,937,427,419,平原區,7.5,24.8,南,3.5,3.5,,,,2.2,,2,"11,971",196,497,6,311,"2,217","15,198","15,514","113,985","1,684",17,18,0.51,
屏東縣,Ⅲ-24,西市場,433,600,"E120'28'41.3""","N22'40'25.2""",台3線,九如,屏東市,427,419,434,962,平原區,7.5,21.8,北,3.5,5.2,,,,,,1.2,"8,533",27,103,0,4,"9,498","18,165","14,440","136,238","1,159",17,18,0.51,
屏東縣,Ⅲ-24,西市場,433,600,"E120'28'41.3""","N22'40'25.2""",台3線,九如,屏東市,427,419,434,962,平原區,7.5,21.8,南,3.5,4.4,,,,,,0.9,"7,933",29,93,0,9,"9,446","17,510","13,812","131,325","1,249",17,18,0.51,
屏東縣,Ⅲ-25,大武營區,434,800,"E120'28'28.5""","N22'39'54.1""",台3線,屏東市,頭前溪,434,962,436,809,平原區,1.8,15.8,北,3.5,3.5,,,,,,0.8,"10,552",49,167,1,16,"7,517","18,302","15,438","32,944","1,392",18,19,0.55,
屏東縣,Ⅲ-25,大武營區,434,800,"E120'28'28.5""","N22'39'54.1""",台3線,屏東市,頭前溪,434,962,436,809,平原區,1.8,15.8,南,3.5,3.5,,,,,,0.8,"9,049",54,170,0,9,"5,851","15,133","12,923","27,239","1,342",7,8,0.55,
台東縣,Ⅲ-26,關山鎮,332,200,"E121'10'2.5""","N23'03'22.8""",台9線,花東縣界,武陵,320,46,345,46,丘陵區,25,12.2,北,3.4,,,,,2.1,,0.5,"4,465",107,176,0,125,814,"5,687","6,346","142,175","1,108",16,17,0.51,
