縣市別,調查站_編號,調查站_地點,調查站_樁號_K,調查站_樁號_百位數,調查站_座標_經度,調查站_座標_緯度,路線編號,起迄地名_起點,起迄地名_迄點,起點樁號_K,起點樁號_百位數,迄點樁號_K,迄點樁號_百位數,地形,里程(公里),路面寬度(公尺),方向(往),車道佈設_快車道寬度(公尺)_1,車道佈設_快車道寬度(公尺)_2,車道佈設_快車道寬度(公尺)_3,車道佈設_快車道寬度(公尺)_4,車道佈設_快車道寬度(公尺)_5,車道佈設_機慢車道寬度(公尺)_1,車道佈設_機慢車道寬度(公尺)_2,車道佈設_路肩寬度(公尺),各車種車輛數(輛/日)_小型車,各車種車輛數(輛/日)_大客車,各車種車輛數(輛/日)_大貨車,各車種車輛數(輛/日)_全聯結車,各車種車輛數(輛/日)_半聯結車,各車種車輛數(輛/日)_機車,各車種車輛數(輛/日)_合計,總計_流量(PCU),總計_車公里,尖峰小時_交通量(PCU),尖峰小時_時段_起,尖峰小時_時段_迄,方向係數,備註
宜蘭縣,IV-26,礁溪轉運站,71,500,E121.77736,N24.83022,台9線,天隆飯店,十六結橋,71,500,74,200,平原區,2.7,23.6,北,3.5,3.5,,,,2.5,,2.3,"11,611",446,220,8,62,"3,638","15,985","14,972","43,160","1,343",11,12,0.5,
宜蘭縣,IV-26,礁溪轉運站,71,500,E121.77736,N24.83022,台9線,天隆飯店,十六結橋,71,500,74,200,平原區,2.7,23.6,南,3.5,3.5,,,,2.5,,2.3,"10,917",450,293,2,20,"4,075","15,757","14,507","42,544",809,16,17,0.5,
宜蘭縣,IV-27,辛仔罕橋  南端,78,700,E121.76425,N24.77353,台9線,宜蘭市區,辛仔罕橋南端,77,880,79,130,平原區,1.25,25.2,北,3.5,3.5,3.5,,,2,,0.1,"4,077",135,163,5,45,697,"5,122","5,163","6,659",513,16,17,0.51,
宜蘭縣,IV-27,辛仔罕橋  南端,78,700,E121.76425,N24.77353,台9線,宜蘭市區,辛仔罕橋南端,77,880,79,130,平原區,1.25,25.2,南,3.5,3.5,3.5,,,2,,0.1,"4,114",135,158,6,68,804,"5,285","5,339","6,871",455,17,18,0.51,
宜蘭縣,IV-28,五結,87,900,E121.76997,N24.69239,台9線,二結,羅東 ,86,172,90,340,平原區,4.168,20.4,北,3.5,3.7,,,,2.5,,0.5,"8,724",272,113,0,7,"4,135","13,251","11,804","55,654","1,195",8,9,0.51,
宜蘭縣,IV-28,五結,87,900,E121.76997,N24.69239,台9線,二結,羅東 ,86,172,90,340,平原區,4.168,20.4,南,3.5,3.7,,,,2.5,,0.5,"8,234",260,100,1,10,"5,316","13,921","11,997","58,468","1,225",8,9,0.51,
宜蘭縣,IV-29,冬山河,94,750,E121.78674,N24.64221,台9線,羅東,四區工程處,90,340,102,700,平原區,7.95,19.8,北,3.5,3.5,,,,2.4,,0.5,"8,510",103,162,1,135,"4,953","13,864","11,793","8,318","1,047",17,18,0.52,
宜蘭縣,IV-29,冬山河,94,750,E121.78674,N24.64221,台9線,羅東,四區工程處,90,340,102,700,平原區,7.95,19.8,南,3.5,3.5,,,,2.4,,0.5,"8,183",94,167,1,92,"4,400","12,937","11,054","7,762",976,7,8,0.52,
宜蘭縣,IV-30,公路總局四區工程處,102,700,E121.83511,N24.59681,台9線,四區工程處,蘇澳市區,102,700,103,0,平原區,0.6,20.2,北,3.7,3.7,,,,2,,0.7,"6,658",275,352,2,370,"2,332","9,989","9,881","2,997","1,090",17,18,0.53,
宜蘭縣,IV-30,公路總局四區工程處,102,700,E121.83511,N24.59681,台9線,四區工程處,蘇澳市區,102,700,103,0,平原區,0.6,20.2,南,3.7,3.7,,,,2,,0.7,"8,373",217,417,0,338,"2,115","11,460","11,397","3,438","1,289",12,13,0.53,
宜蘭縣,IV-31,南澳,130,500,E121.80568,N24.46699,台9線,南澳,谷風,130,500,152,800,丘陵區,22.3,8,北,3.5,,,,,　,,0.5,"6,138",241,67,0,96,130,"6,672","6,727","102,312","1,162",10,11,0.56,
宜蘭縣,IV-31,南澳,130,500,E121.80568,N24.46699,台9線,南澳,谷風,130,500,152,800,丘陵區,22.3,8,南,3.5,,,,,　,,0.5,"4,711",78,61,0,111,199,"5,160","7,039","113,418","1,162",10,11,0.56,
宜蘭縣,IV-32,和中,162,500,E121.74062,N24.26842,台9線,谷風,清水,152,800,167,100,丘陵區,14.3,9,北,3.5,,,,,　,,0.5,"3,287",198,364,0,255,364,"4,468","6,350","20,981",844,11,12,0.58,
宜蘭縣,IV-32,和中,162,500,E121.74062,N24.26842,台9線,谷風,清水,152,800,167,100,丘陵區,14.3,9,南,3.5,,,,,　,,1.5,"2,409",24,351,0,221,252,"3,257","5,909","19,982",844,11,12,0.58,
